Unique_Investment_Identifier,Business_Case_ID,Agency_Name,Investment_Title,Project_ID,Project_Name,Project_Description,Start_Date,Completion_Date_(B1),Planned_Project_Completion_Date_(B2),Projected/Actual_Project_Completion_Date_(B2),Lifecycle_Cost,Schedule_Variance_(in_days),Schedule_Variance_percentage,Cost_Variance_($M),Cost_Variance_percentage,Planned_Cost_($M),Projected/Actual_Cost_($M),Updated_Date,Updated_Time
005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2830,SR 20104088 Server Virtualization,,,,,,,-91,-13.68,0,0,0.15,0.15,01/08/2012,13:22:38
005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2831,SR 20115333 gEMS Domino Application Migration,,,,,,,0,0,0,0,0.3,0.3,01/08/2012,13:22:38
005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2832,SR 20115292 Disaster Recovery Investigation,,,,,,,0,0,0,0,0.5,0.5,01/08/2012,13:22:38
005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2833,SR 20071820 Data Center Initiative Migration,,,,,,,-152,-8.61,0,0,0.5,0.5,31/10/2011,13:03:22
005-000000098,394,Department of Agriculture(5),Forest Service Computer Base,2834,SR 20071820 Network upgrade for Data Center Initiative,,,,,,,-151,-13.4,0,0,0.1,0.1,30/06/2012,14:57:51
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1946,CLP PMO Support and Documentation,,,,,,,0,0,0.131727,0.55,23.764871,23.633144,31/05/2012,16:34:50
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1947,Next Generation Originations Solution,,,,,,,0,0,0.114469,4.47,2.56082,2.446351,30/06/2012,14:56:49
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1948,PLAS Retirement,,,,,,,0,0,0.016782,1.82,0.922544,0.905762,31/05/2012,16:34:50
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1949,Supporting Application Modernization,,,,,,,0,0,0.033736,1.18,2.867141,2.833405,31/05/2012,17:18:32
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1950,Penetration Testing,,,,,,,0,0,0,0,0.498987,0.498987,31/05/2012,16:34:50
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1951,Web Portal,,,,,,,0,0,0,0,0.5,0.5,31/05/2012,16:34:50
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1952,Integration/Service Oriented Architecture,,,,,,,0,0,0,0,1.7125,1.7125,30/03/2012,07:07:58
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1953,Data Warehouse/Financial Reporting,,,,,,,0,0,0.031678,3.17,0.999167,0.967489,01/08/2012,13:21:20
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1954,CLP Integration,,,,,,,0,0,0.05424,2.17,2.495101,2.440861,30/03/2012,07:07:58
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1955,AMAS Retirement,,,,,,,0,0,0,0,0.44,0.44,30/03/2012,07:07:58
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1956,CLP Maintenance,,,,,,,0,0,0,0,27.728684,27.728684,30/03/2012,07:07:58
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1957,Commercial Loan Servicing System,,,,,,,0,0,-0.533122,-14.72,3.621126,4.154248,01/08/2012,13:21:20
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1958,CLP Tabular Data Warehouse,,,,,,,0,0,-5.276615,-165.59,3.186588,8.463203,01/08/2012,13:21:20
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1959,Geospatial Information System,,,,,,,0,0,0.084248,1.55,5.421781,5.337533,30/06/2012,14:56:49
005-000002317,832,Department of Agriculture(5),Comprehensive Loan Program,1960,GLS Modernization,,,,,,,0,0,-0.00419,-0.13,3.212212,3.216402,01/08/2012,13:21:20
005-000002340,841,Department of Agriculture(5),Enterprise Information Management (EIM) #119,1741,DWDS,,,,,,,-45,-12.33,0.126131,3.32,3.795235,3.669104,01/08/2012,13:21:56
005-000002340,841,Department of Agriculture(5),Enterprise Information Management (EIM) #119,1742,EIMTS,,,,,,,0,0,0.212873,9.16,2.3252,2.112327,01/08/2012,13:21:56
005-000002340,841,Department of Agriculture(5),Enterprise Information Management (EIM) #119,1743,FMRS,,,,,,,0,0,0.007382,1.1,0.670791,0.663409,28/02/2012,14:16:51
005-000002340,841,Department of Agriculture(5),Enterprise Information Management (EIM) #119,1744,EIMPMO,,,,,,,0,0,0.293629,6.01,4.88587,4.592241,01/08/2012,13:21:56
005-000002340,841,Department of Agriculture(5),Enterprise Information Management (EIM) #119,1745,Hosting,,,,,,,0,0,0,0,1.988088,1.988088,01/08/2012,13:21:56
005-000002376,1099,Department of Agriculture(5),Conservation Delivery Streamline Initiative (CDSI),1090,CDSI FY'12 Phase 1 Plan & Dev,,,,,,,-154,-86.03,0,0,9.712,9.712,28/02/2012,11:22:45
005-000002376,1099,Department of Agriculture(5),Conservation Delivery Streamline Initiative (CDSI),1091,CDSI FY'12 Phase 2 Plan & Dev,,,,,,,0,0,0,0,10.386,10.386,30/06/2012,14:57:03
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1230,Balance of Payments Process Modernization,Parallel test components of new BP system.,20/08/2011,30/09/2012,30/09/2012,30/09/2012,1.24,0,0,0.402,32.42,1.24,0.838,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1231,National Accounts Modernization,Initiate real-time parallel testing of integrated system for producing monthly GDP and personal income estimates.,20/08/2011,31/03/2012,31/03/2012,31/03/2012,0.413,0,0,-0.013,-3.25,0.4,0.413,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1235,FY 11 Releases,"Produce timely, relevant, and accurate economic accounts data in an objective and cost-effective manner.",01/10/2010,30/09/2011,30/09/2011,30/09/2011,9.696,0,0,-0.001,-0.04,2.424,2.425,24/10/2011,12:27:26
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1236,FY11 Controls Testing,Maintain the integrity of BEA Statistics by completing independent testing of security controls.,01/10/2010,30/09/2011,30/09/2011,23/09/2011,0.59,7,7.69,0,0,0.13,0.13,24/10/2011,12:27:26
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1237,FY12 Releases,"Produce timely, relevant, and accurate economic accounts data in an objective and cost-effective manner.",01/10/2011,30/09/2012,30/09/2012,30/09/2012,9.76,0,0,0.34,3.48,9.76,9.42,30/07/2012,11:43:49
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1238,FY12 Controls Testing,Maintain the integrity of BEA Statistics by completing independent testing of security controls.,01/10/2011,30/09/2012,30/09/2012,30/09/2012,0.6,0,0,0,0,0.6,0.6,30/07/2012,11:43:49
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1239,Consolidated Infrastructure Logging,Implement centralized infrastructure logging to further strengthen IT security controls.,15/08/2011,31/03/2012,31/03/2012,31/03/2012,0.175,0,0,-0.01,-5.71,0.175,0.185,26/04/2012,06:17:26
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1240,DNSSEC,Implement DNSSEC in compliance with OMB mandate M-08-23 to secure the www.bea.gov DNS name.,01/09/2011,31/12/2011,31/12/2011,31/12/2011,0.03,0,0,0,0,0.03,0.03,24/02/2012,13:08:40
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),1241,HSPD-12,Prepare to implement HSPD-12 to increase authentication security controls.,01/09/2011,30/09/2012,,,0.16,0,0,0.07,43.75,0.16,0.09,30/07/2012,11:43:49
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),2886,Cross Survey Data Validation,Design and develop a cross-survey data validation system.,03/01/2012,28/09/2012,28/09/2012,28/09/2012,0.532,0,0,0.0512,9.62,0.532,0.4808,30/07/2012,11:43:49
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),2887,Seasonal Adjustment,Create  a database-callable component for the X12 seasonal adjustment program.,03/01/2012,29/06/2012,29/06/2012,28/09/2012,0.4,-91,-51.12,0.147,42,0.35,0.203,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),2888,Tabling Utility,Develop tabling as a general utility across multiple directorates.,03/01/2012,28/09/2012,28/09/2012,28/09/2012,0.49,0,0,0.0964,19.67,0.49,0.3936,30/07/2012,11:43:49
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),2889,Regional Income Aggregation,Develop a new multi-dimensional Regional income aggregation system across multiple publication types.,03/01/2012,30/09/2012,30/09/2012,30/09/2012,0.35,0,0,0.215,61.43,0.35,0.135,16/08/2012,09:44:53
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3197,National Accounts Modernization Phase 2,Complete high priority follow-on process modernization work within the national accounts.,21/05/2012,30/09/2012,30/09/2012,30/09/2012,0.48,0,0,0,0,0.48,0.48,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3199,National Accounts Metadata Enhancements,Streamline product metadata and build metadata editor for product time series.,01/10/2012,31/03/2013,,,0.375,0,0,0,0,0.375,0.375,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3201,Balance of Payments Process Modernization Phase 2,"Incorporate into central system, parallel test, and verify estimates for International Investment Position, Trade in Goods and Services (including BPRL conversion).",01/10/2012,30/09/2013,,,0.46,0,0,0,0,0.46,0.46,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3203,DID Modernization Phase 2,Incorporate remaining international investment surveys into central system.,01/10/2012,31/08/2013,,,0.475,0,0,0,0,0.475,0.475,29/06/2012,13:01:20
006-000525200,629,Department of Commerce(6),BEA Estimation Information Technology System (BEA-EITS),3205,Industry Accounts Modernization,Develop initial industry data hub.,01/10/2012,31/12/2012,,,0.2,0,0,0,0,0.15,0.15,29/06/2012,13:01:20
006-000400100,648,Department of Commerce(6),Census - American Community Survey (ACS),1242,Data Collection,"Collect housing unit and group quarters data via Mail, CATI and CAPI modes. Two teams are reviewing and providing improvements suggestions to the program. The Interconnection Documents and Testing Team identify internal and external IT interfaces to  create robust test decks to the test interfaces of the  various modes of data collection.  The Internet Implementation Team is a multi-divisional team identifying issues surrounding the implementation of an internet mode of data collection.",01/10/2011,30/09/2012,,,11.365234,0,0,1.967452,17.31,11.365234,9.397782,29/02/2012,08:54:58
006-000400100,648,Department of Commerce(6),Census - American Community Survey (ACS),1243,Data Processing,"Data Processing, weighting, and review of survey data collected. Two teams are reviewing and providing improvements suggestions to the program. The Data Capture File (DCF) Team documents current DCF processing and develop to-be requirements for the CDF, create specs, and program.  The Process Improvement Team is a multi-divisional designed to identify areas of improvement for the ACS and to plan and implement these improvements.",01/10/2011,30/09/2012,,,15.796858,0,0,-0.386287,-2.45,15.796858,16.183145,29/02/2012,08:54:58
006-000400100,648,Department of Commerce(6),Census - American Community Survey (ACS),1244,Data Dissemination,Tabulating and dissemination of survey data products. The Process Improvement Team is a multi-divisional designed to identify areas of improvement for the ACS and to plan and implement these improvements.,01/10/2011,30/09/2012,,,14.327908,0,0,-0.208233,-1.45,14.327908,14.536141,29/02/2012,08:54:58
006-000400900,678,Department of Commerce(6),Census - Geographic Support Systems (GSS),985,Address Updates,"Develop GPS collection capability and enhance software functionality; Develop functioning tracking, processing and reporting systems in support of receiving and processing government entity address lists; Develop an improved geocoding system; List addresses in at least 20,000 targeted census blocks in CAUS program.",01/11/2011,30/09/2013,,,12.824599,-32,-10.67,1.59E-04,0,5.766296,5.766137,15/08/2012,08:44:38
006-000400900,678,Department of Commerce(6),Census - Geographic Support Systems (GSS),986,Feature Updates,"Develop functioning management, acquisition, distribution and use systems in support of receiving and processing partner-supplied feature updates; Identify a viable change detection technique; either acquire the software for in-house use or contract for services.",01/11/2011,30/09/2013,,,14.534012,-32,-10.67,3.42E-04,0,8.830269,8.829927,15/08/2012,08:44:38
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),987,Self-Employment Data,Integration of Self Employment data into program infrastructure.,01/10/2010,30/03/2012,30/03/2012,30/03/2012,0.555,0,0,0.0148,5.17,0.286,0.2712,16/08/2012,05:09:47
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),988,Federal Worker Data,Complete integration of Federal Worker data into program infrastructure.,01/10/2010,30/06/2012,30/06/2012,30/06/2012,0.675,0,0,0.0521,9.51,0.548,0.4959,16/08/2012,05:09:47
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),989,Firm Age and Size,Complete integration of these data elements into the program infrastructure and update supporting web applications.,01/10/2010,06/07/2012,06/07/2012,30/09/2012,1.6,-86,-18.74,0.462,33.12,1.395,0.933,16/08/2012,05:09:47
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),990,National Indicators,Integration of update to QWI data product that provides employment indicators on a national level as opposed to current state based.,01/10/2010,30/09/2014,,,3.27,0,0,0.0945,17.7,0.534,0.4395,16/08/2012,05:09:47
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),991,Job-to-Job Flow,Integration of update to infrastructure to allow for job flow analysis.,03/10/2011,30/09/2015,28/09/2012,28/09/2012,5.529,0,0,0.0065,1.68,0.388,0.3815,30/07/2012,09:17:23
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),992,Web Enhancements,Update to the LED website and supporting applications/systems to incorporate new data and data elements.,03/01/2011,30/03/2012,30/03/2012,30/05/2012,1.238,-61,-23.19,-0.0162,-3.7,0.438,0.4542,30/07/2012,09:17:23
006-000401000,680,Department of Commerce(6),Census - Local Employment Dynamics IT Support (LED),993,Delivery of Data Products,Continual update of production code and delivery of quarterly data.,01/10/2010,30/09/2015,28/09/2012,28/09/2012,10.5,0,0,0.0484,2.07,2.341,2.2926,16/08/2012,05:09:47
006-000003213,694,Department of Commerce(6),NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1666,IT Refresh,IT Refresh is an on-going effort to extend the life cycle of ESPC O&amp;M Investment.  Commercial computer equipment supportability issues typically surface after five to seven years of service.  This project may include infrastructure refresh/replacement.,15/08/2011,30/09/2012,28/09/2012,28/09/2012,0.275,0,0,-0.01,-3.64,0.275,0.285,29/06/2012,07:36:26
006-000003213,694,Department of Commerce(6),NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1667,FY12 Product and Processing Deployment to Operations,"To deploy infrastructure into an operational configuration for satellites, products and distribution systems.",16/04/2011,30/09/2012,,,0.606,-93,-25.76,0.001,0.17,0.606,0.605,16/08/2012,10:27:33
006-000003213,694,Department of Commerce(6),NOAA/NESDIS/ Environmental Satellite Processing Center (ESPC),1668,Scheduler Replacement Phase I,Re-fresh Product processing scheduling softwarePhase I. (Standalone two server platform).,01/09/2011,30/11/2011,15/11/2011,14/11/2011,0.0075,1,1.64,-0.0625,-833.33,0.0075,0.07,30/01/2012,12:09:16
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1276,GOES-R Project Office Support,GOES-R Project Office Support encompasses all government FTEs and contractor WYEs supporting GOES-R Ground Segment Project.,01/10/2006,30/09/2020,28/09/2012,28/09/2012,233.156,0,0,0.127,0.38,33.728,33.601,16/08/2012,05:54:36
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1277,GOES-R Core Ground Segment,"The Core Ground Segment project is to: 1) design, develop, integrate and test an end-to-end GOES-R Ground Segment; 2) ssemble, integrate, and test the end-to-end Ground Segment, Space Segment, and User Interfaces, including transition of all systems to operations; and 3) provide operational support to the GOES-R Ground Segment operations to meet user requirements.",19/03/2007,31/12/2035,30/09/2012,30/09/2012,782.089,0,0,-0.41,-0.18,223.287,223.697,16/08/2012,05:54:36
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1278,GOES-R CLASS Archive,GOES-R CLASS archive system provides repository for GOES-R data for end user access.,01/06/2007,30/09/2015,30/09/2012,30/09/2012,54.8,0,0,0,0,10.3,10.3,29/06/2012,11:00:05
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1279,GOES-R Algorithm Working Group,GOES-R Algorith Working Group provides algorithm theoretical basis documents and validation testing for GOES-R products.,01/06/2007,30/09/2016,30/09/2012,30/09/2012,117.419,0,0,0,0,13,13,30/05/2012,10:44:24
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1280,GOES-R Facility Upgrades,"Upgrade RBU, NSOF, and WCDAS in support of GOES-R Program.",01/07/2009,30/06/2014,28/09/2012,28/09/2012,77.976,0,0,0.021,0.04,59.576,59.555,16/08/2012,05:54:36
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1281,GOES-R Antenna System,"GOES-R Antenna System consists of six new antenna stations (3 at WCDAS and 3 at RBU), as well as upgrades to four antenna at NSOF.",19/07/2010,18/07/2020,30/09/2012,30/09/2012,130.703,0,0,-0.098,-0.16,60.273,60.371,16/08/2012,05:54:36
006-000321500,695,Department of Commerce(6),NOAA/NESDIS/ GOES-R Series Ground Segment,1282,GOES-R Access Subsystem,GOES-R Access Subsystem provides product distribution and access functionality for GOES-R data.,05/08/2010,04/08/2018,30/09/2012,30/09/2012,42.561,0,0,0.022,0.16,13.673,13.651,30/05/2012,10:44:24
